TEXT,POLARITY
"""Hillary and I will not rest...until we get universal background checks and close loopholes.â€ â€”@TimKaine on preventing gun violence",-1
"""There are an awful lot of people whoâ€™ve put their trust and faith in Hillary. And she has always delivered.â€ â€”@TimKaine",-1
"""Hillary Clinton is the exact opposite of Donald Trump. She doesnâ€™t insult people. She listens to them."" â€”@timkaine",-1
"""What does Donald Trump say about these great Americans? He calls the American military 'a disaster.â€™â€ â€”@TimKaine",-1
Trump's dangerously wrong when he says â€œI alone can fix it.â€ Americans haver never put our faith in one manâ€”we put our faith in each other.,-1
"Donald Trump may think America is in decline, but heâ€™s wrong. Americaâ€™s best days are still ahead of us.",-1
Rania doesn't understand why a country as great as the United States has never had a woman president. #ImWithHer ,-1
I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!,1
Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!,1
Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.,1
"This is what dauntless leadership looks like. Thank you, @GovernorVAâ€”proud to call you a friend. -H",-1
"Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!",1
"""@Theresa_Cali: @realDonaldTrump General Michael Flynn will make a great Secretary of Defense when you become POTUS! #MakeAmericaSafeAgain""",1
Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?,1
Congrats to my friend @timkaine on being @hillaryclinton's running mate! Excited to stand w/you both &amp; fight for safer communities.,-1
My friend @timkaine brings knowledge and experience to what is already the most qualified Presidential ticket in my lifetime. 1/2,-1
NARAL president @ilyseh on Hillary Clinton's VP pick @timkaine: #ClintonKaine #ImWithHer,-1
Meet @TimKaineâ€”Hillary's running mate and the next vice president of the United States.,-1
Trying to count the ways I hate @timkaine. Drawing a blank. Congrats to a good man and a good friend.,-1
Senator @TimKaine is a gunsense champion of the first order.,-1
Just got off the phone with Hillary. Iâ€™m honored to be her running mate. Canâ€™t wait to hit the trail tomorrow in Miami!,-1
".@TimKaine has a big heart and showed it as a civil rights lawyer, a teacher, a mayor, a governor, and a senator.",-1
Virginia's own @timkaine has joined Team Hillaryâ€”now it's your turn,-1
.@TimKaine is a relentless optimist who believes no problem is unsolvable if you put in the work to solve it.,-1
"I'm thrilled to announce my running mate, @TimKaine, a man who's devoted his life to fighting for others. -H",-1
Donald Trump told lie after lie last night because it's all he has to offer the American people.,-1
"""The best way I can sum up what I hope this election will lead to...is: Love trumps hate."" â€”Hillary",-1
"""The last thing we need is somebody running for president who talks trash about America."" â€”Hillary in Tampa",-1
"""We need more love and kindness in this country...The last thing we need are leaders who try to divide us even more than we are."" â€”Hillary",-1
"""He sure doesnâ€™t speak for me, because I know we are stronger together, and thatâ€™s what weâ€™re going to be."" â€”Hillary on Trump",-1
"""He doesnâ€™t speak for anyone who thinks our country should be standing together, not splintering apart."" â€”Hillary",-1
"""He doesnâ€™t speak for immigrants...I donâ€™t think he speaks for women. I donâ€™t think he speaks for working families."" â€”Hillary on Trump",-1
"""As I recall, we had a revolution to make sure we didn't have someone who said, 'I can fix it alone.'"" â€”Hillary ",-1
"""I've never heard an American leader...claiming that he's all we need. That's not a democracy, my friends."" â€”Hillary",-1
Donald Trumpâ€™s speech last night took it to a whole new level. He offered a lot of anger and fear and resentmentâ€”but no solutions.,-1
"â€œI never thought Iâ€™d say these words, but Ted Cruz was right...in this election, do the right thing and vote your conscience.â€ â€”Hillary",0
"""Hard to believe they spent so much time talking about me and no time talking about jobs or education or health care."" â€”Hillary on the RNC",-1
"""I think after the last week...we'd better be ready to go win an election in November."" â€”Hillary in Tampa",-1
Hillary Clinton is paying respects at the Pulse nightclub memorial in Orlando,0
Monitoring the horrific situation in Munich. We stand with our friends in Germany as they work to bring those responsible to justice. -H,-1
"What Trump really means when he says ""Make America Great Againâ€",0
"Pres. Obama on RNC: ""Some of the fears that were expressed throughout the week just don't jive with the facts.""",-1
This is Trump's party. This could be Trump's America. Don't let it.,-1
"""Couldn't have said it better,"" wrote the former Ku Klux Klan Grand Wizard about Trump's convention speech.",1
"Donald Trump doesnâ€™t want to make America great. He wants to make it afraid, because that's the only way he wins",-1
Leading criminologist on Trump's speech: â€œA good illustration of how to lie with statistics.â€ ,-1
Donald Trump doesn't represent us. His ideas don't represent us. And his values don't represent us. Add your name,-1
"One of the best produced, including the incredible stage &amp; set, in the history of conventions. Great unity! Big T.V. ratings! @KarlRove",0
Thank you Cleveland. We love you and will be back many times!,0
What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!,1
President. Donald. Trump. Get your free sticker to show the world you're not about to let that happen,-1
MAKE AMERICA SAFE AND GREAT AGAIN! #RNCinCLE,1
How will you feel if you wake up on Jan. 20 to President Trump? Chip in now to help keep him out of the White House,-1
FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16,1
This is realâ€”Donald Trump just accepted the @GOP nomination.RT if you agree: We can't let him become president.,-1
"""Iâ€™m with you*"" â€”@realDonaldTrump *Not included: women, African Americans, LGBT people, Muslims, Latinos, immigrants...",-1
History is watching,0
Donald Trump's plan mostly benefits billionaires -- and millionaires like Donald Trump.,-1
Fixed it for you. #RNCInCLE,1
We are better than this.,0
This is literally Donald Trump's plan to fight ISIS. #RNCinCLE,1
"Here's how the Republican ticket would ""protect"" LGBT Americans. #RNCinCLE ",1
Trump is right about one thing. #RNCinCLE,1
"You are not our voice, @realDonaldTrump.",-1
.@TheEconomist ranked a Donald Trump presidency as the third greatest threat to the global economy. #RNCinCLE,-1
Let's review the record.,0
"If Trump wants to talk about debt, letâ€™s start with the $34 trillion (that's a ""t"") his tax plan would run up.",-1
Trump is just wrong about crime. #RNCInCLE,-1
This itself is a lie. #RNCInCLE,-1
Show @realDonaldTrump that his hateful words have a cost. Chip in $1 every time he lies.,-1
ğŸ‘€  #RNCinCLE,1
You can watch 360 video live from the podium! #RNCinCLE #TrumpIsWithYou #MakeAmericaGreatAgain,1
"Follow @TheBriefing2016 tonight for live fact-checking of Donald Trumpâ€™s #RNCinCLE speech. The best facts, in fact.",1
Thank you to the @NBA for standing with the LGBT community today! A big win for equality and fairness over discrimination and fear.,0
"""It's pretty obvious he doesn't know a lot about the issues."" â€”@SenateMajLdr on Trump We couldn't agree more, Mitch",-1
So much for party unity.,0
The only one to benefit by casting our commitment to NATO in doubt is Russia. #NATO #StandTogether,0
"""Dummy."" ""Slob."" ""Animal."" Here's what @realDonaldTrump has said about you #TrumpYourself",-1
This is a MOVEMENT! #RNCinCLE,1
Itâ€™s hard to keep track of all of the ignorant and divisive things Trump and Pence have saidâ€”so we did it for you.,-1
Now might be a good time to follow us on Snapchat.,0
"""A sniveling coward""  ""Carnival barker"" Just some of the things Republicans at the #RNCinCLE have said about Trump",-1
Hillary's spent her career helping others. @realDonaldTrump? He only helps himself. A side-by-side comparison,-1
Thank you @DonaldJTrumpJr. Proud of you! #RNCinCLE #TrumpPence2016,1
Now we know what Trump really thinks about us. Sad! #TrumpYourself,-1
BEST THING EVER. What has Donald Trump said about people like you? #TrumpYourself,0
"""If I were in charge, they would know...waterboarding is how we'd baptize terrorists."" â€”Sarah Palin, Trump supporter",1
Great job @IvankaTrump! #RNCinCLE,1
Introducing #TrumpYourself: Discover what @realDonaldTrump thinks about people like you.,0
"Other than a small group of people who have suffered massive and embarrassing losses, the party is VERY united. Great love in the arena!",0
"Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!",1
"""You do not represent us. Your ideas donâ€™t represent us. Your values donâ€™t represent us.""",0
"I am soooo proud of my children, Don, Eric and Tiffany - their speeches, under enormous pressure, were incredible. Ivanka intros me tonight!",1
Donald Trump is...occasionally right. #RNCinCLE,1
Great job @EricTrump! Proud of you! #AmericaFirst #RNCinCLE,1
MAKE AMERICA GREAT AGAIN!,0
Vote your conscience.,0
Donald Trump chose one of the most anti-LGBT politicians in the country to be his Vice President. #RNCinCLE,-1
Great job @EricTrump! Proud of you! #AmericaFirst #RNCinCLE,1
Newt once compared Planned Parenthood to ISIS. Yeah.,0
We made this when we thought Newt might be Trumpâ€™s VP pick. He wasnâ€™t. Here you go anyway! #RNCinCLE,0
A speaker tonight said that Donald Trump always pays his bills.Annnd that claim just got rated false. #RNCINCLE,-1
"""Pathological liar."" ""Out of a psychology textbook."" ""Narcissist."" â€”@tedcruz on Trump, 78 days ago #RNCinCLE",-1
Thank you @IngrahamAngle! #AmericaFirst,0
#AmericaFirst #RNCinCLE ,1
Fact check: The #RNCinCLE speakers are lying to Americaâ€”at least 67 times so far.,-1
"I applaud the 5th Circuit for blocking Texas's voter ID lawâ€”one of the most restrictive in America. Let's make voting easier, not harder. -H",0
Whose rights has Mike Pence restricted? âœ“Women âœ“Immigrants âœ“LGBT people,-1
Trump or Pence: Who said it worse? It's a close call.,-1
What our president says matters. We can't let @realDonaldTrump's hateful words speak for us.,-1
.@HillaryClinton is committed to working to overturn disastrous #CitizensUnited decision within her first 30 days.,-1
"Last night's #RNCinCLE theme: ""Make America Work* Again""",1
Trump says he'd run the U.S. like his businesses. Which pretty much means letting America go bankrupt.,-1
"""I will bring people together."" â€”@realDonaldTrump Yeah, we don't think so.",-1
The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,1
Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,1
"""He won me over with that Mexican rapist speech."" â€”Ann Coulter on Donald Trump",1
"Trump doesn't represent us or our values. Join the 100,000 people who have already signed our letter if you agree",-1
"In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!",1
Bill Hemmer of @FoxNews was very nice in explaining the excitement and energy in the arena. More than in past years.,0
"On the #RNCinCLE's ""economy night,"" here's everything we learned about Donald Trump's economic plan",1
"Congratulations to my children, Don and Tiffany, on having done a fantastic job last night. I am very proud of you!",1
So...what exactly did we learn tonight about Donald Trump's economic plan? #RNCinCLE,0
"Yeah, Donald Trump has been a real gem to working women. #RNCinCLE ",1
It's not brain surgery: Republicans tend to be a bit more truth-y when the presidency isn't on the line. #RNCinCLE,1
"If Donald Trump wants to make America great again, he should start by actually making things in America.",0
Donald Trump's record of success. #RNCinCLE,1
"Lots of talk of ""talent and drive"" about someone who repeatedly drives his businesses into the ground. #RNCinCLE",-1
This small business owner sold Donald Trump pianos for his Atlantic City casino.Trump stiffed him for the payment.,-1
"The Republican Party platform is so hateful, you'd think Donald Trump wrote it himself.",-1
But @SpeakerRyan still endorses Donald Trump for president anyway. #RNCinCLE ,1
Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,1
Let's do this,0
Donald Trump is literally the Republican nominee for president. ,1
Donald Trump just became the Republican nominee. Chip in now to make sure he never steps foot in the Oval Office.,-1
We watched the first night of the #RNCinCLE so you didn't have to. Some of the worst of what we heard,-1
The ROLL CALL is beginning at the Republican National Convention. Very exciting!,1
"Live from HQ: @BrynneCraig, @LorellaPraeli, and @JessLivMo introduce our 3 Million Stronger voter registration goal",0
Donald Trump is sued for housing discrimination. Hillary begins her career at the Children's Defense Fund,-1
#MakeAmericaWorkAgain #TrumpPence16 #RNCinCLE,1
"""He's built his empire on other people's backs."" â€”A small business owner who Donald Trump still owes $30,000",-1
"2,016 and counting: We're reading thousands of lawsuits involving @realDonaldTrump live on Facebook.",-1
"We think Trump's been involved in more than 5,500 lawsuits. We're going to try and read them all in 4 hours",-1
"""Nothing is more ridiculous than Trump's claim that he's the enemy of Wall Street."" â€”@BarneyFrank",1
"Weâ€™re going to enfranchise as many Americans as possible, and we're going to win. Join us",0
"""@RoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.""",1
Trump bulldozed his way into this nomination by sowing hateâ€”add your name to tell him that's not who we are,-1
A small business owner sold Donald Trump pianos for his Atlantic City casino. Trump stiffed him for the payment.,-1
"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention",1
A good reminder. #RNCinCLE,1
Chip in $1 if you agree we canâ€™t let Trump â€œwin so big.â€ #RNCinCLE,-1
@HillaryClinton tells @charlierose Trump is the most dangerous presidential candidate in the history of this country,-1
"Watch out, fog machine rental company. Trump isn't great at paying his invoices",-1
Literally. #RNCinCLE ,1
"When @realDonaldTrump makes you mad, chip in to make himâ€¦sad!",-1
"Trump took over $100,000 from emergency 9/11 funds for small businessesâ€”for his swanky Wall Street property.",-1
"Republicans have a lot of nice things to sayâ€”when it's not an election year. Thanks, Mayor Giuliani. #RNCinCLE",1
Republicans say the world doesn't respect us. The world disagrees. #RNCinCLE https://t.co/xDCAikvvUo,1
Remember when Tom Cotton wrote a letter to the leader of Iran to undermine the Obama admin?,0
Tonight is no different than every other day in Trumplandia: he has been disparaging our community from day one.,-1
Meet the starting line-up for Team Trump at the #RNCinCLE,0
Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE,1
"""Donald Trump lost control of his own convention before it even started."" #RNCinCLE",-1
#MakeAmericaSafeAgain! #GOPConvention #RNCinCLE ,1
"With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H",0
"Lincoln called it ""terrible."" FDR said he hated it. @realDonaldTrump? ""I love war.""",-1
Todayâ€™s #RNCinCLE theme: â€œLaw and Order.â€,0
Networks other than low ratings @CNN have been very fair and exciting!,0
".@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",1
"""I think Hillary will go down as one of the finest secretaries of state we've had."" â€“@POTUS",-1
So this is kind of scary...,0
We can't let these two anywhere near the White House.,-1
"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",0
"""Iâ€™m pleased to announce a nationwide drive to get 3 million people to register to vote and commit to vote in this election."" â€”Hillary",0
We're watching the Party of Lincoln become the Party of Trump. That's not just a loss for our countryâ€”it's a threat.,-1
"Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain ",0
"""In times like these, we need a president who can help pull us together, not split us apart. I will work every single day to do just that.""",0
Letâ€™s also put ourselves in the shoes of police officers. Empathy works both ways. Weâ€™ve got to try to see the world through their eyes.,0
White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers that you face every day.,0
"""Ending systemic racism requires contributions from us all, especially those of us who havenâ€™t experienced it ourselves."" â€”Hillary",0
Fixing the mass incarceration crisis. Dismantling the school-to-prison pipeline. Helping the formerly incarcerated. It's time to act.,0
We must fight for criminal justice reform. Everyone is safer when there is respect for the law and when everyone is respected by the law.,0
"""Perhaps the best way to honor our police is to follow the lead of police departments across the country who are striving to do better.""",0
"""Killing police officers is a terrible crime...anyone who kills a police officer and anyone who helps must be held accountable."" â€”Hillary",0
Watch live as Hillary speaks to the @NAACP in Cincinnati,1
Donald Trump: We're going to do everything we can to make sure you never become president.,1
"Confessions of a Republican: ""I was a Republican... Trump, he's a different kind of man. This man scares me.""",-1
Donald Trump is about to become the @GOP nominee for president. Add your name if you won't let him win,-1
I stand with everyone at the International AIDS Conference in Durban in the fight for an #AIDSFreeGeneration -H,0
"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:",-1
Getting rid of gun-free school zones. Banning Muslims entering the country. What you need to know about Trump,-1
STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE ,1
"""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" â€”@Lin_Manuel",-1
"Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: https://t.co/C2II9Lvb9H",
Just a few of the ways @realDonaldTrump has proven that he's unfit for the presidency,-1
"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",0
"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",0
Hillary's statement on the shooting in Baton Rouge,0
"""@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS""",0
I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,0
"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",0
We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...,0
That time Donald Trump introduced his running mate...sort of.,0
The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,1
".@FoxNews is much better, and far more truthful, than @CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",1
"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",1
"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",1
"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!",1
We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,0
"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",0
"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!",0
Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,1
Your potential next president on building a wall... And bathrooms.,-1
Mike Pence would outlaw abortion. And Donald Trump just made him his running mate,-1
Bad for: âœ”ï¸ The economy âœ”ï¸ Women âœ”ï¸ Immigrants  âœ”ï¸ And *literally* the planet ,-1
Thank you! #TrumpPence16,1
"Well, â€‹*weâ€™ve*â€‹ got plenty to say about Mike Pence. Here you go",0
"Donald Trump's VP pick Mike Pence is anti-woman, anti-LGBTQ, anti-immigrant, but pro-cigarettes  ",-1
.@realDonaldTrump and @mike_pence are a threat to all LGBTQ people have fought for. Now more than ever #ImWithHer,-1
"Trump thinks he's ""great for women"" but this is one of the most anti-woman tickets in history.",-1
FACT: Mike Pence advocated for legislation that allowed businesses to discriminate against LGBT people.,-1
Donald Trump: Always divisive. Not so decisive.,-1
"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!",1
"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",1
"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",1
"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done",1
Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,1
Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,0
Hillary on the situation in #Turkey.,0
"Trump's VP pick #MikePence: A-rated by the NRA, accepted tens of thousands in campaign donations from the gun lobby",-1
Mike Pence: Heâ€™s Donald Trump with a different haircut.,-1
"Gov Pence has a long history of supporting policies attacking ppl who donâ€™t look like him. (Anti-LGBT law, attempt to block refugee family)",-1
Mike Pence's battle against Planned Parenthood caused an HIV outbreak in Indiana. ,-1
"Oh, and one time Pence wrote an op-ed titled â€œSmoking Doesnâ€™t Kill.â€",-1
"If you like Donald Trump, youâ€™re going to love his choice for vice president.",1
"Get to know Trump's VP pick, Mike Pence: current governor of Indiana and potential disaster for America.",-1
"Chip in to keep Donald Trump, Mike Pence, and their extreme agenda out of the White House",-1
"If you had any doubts about Trump sticking with his dangerous plan for America, say hello to his VP pick",-1
It's official: @realDonaldTrump just chose Mike Pence as his running mate. What you need to know about him:,0
I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,0
Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!,1
"Thank you, Virginia and Senator @TimKaine",0
#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,-1
"""Every American stands in strong solidarity with the people of France"" â€”Hillary on the attack in Nice",0
"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",0
"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",0
"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",0
"11 Senate Dems &amp; I sent a letter to @usedgov, @FTC, @CFPB &amp; @DeptVetAffairs about fake schools like Trump â€œU",-1
"""This is one of the most consequential elections in our history."" â€”@HillaryClinton. Join us",-1
Watch live as Hillary and Senator @TimKaine take the stage in Virginia,0
Weâ€™ve got to say with one voice that Latinos are a vital part of the American community.,0
I'm an American and I'm proud to fight for a candidate that believes we are ALL Americans #JuntosSePuede ,0
"I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.",1
"One year in, the #IranDeal has put a lid on Iranâ€™s nuclear program. Strong, principled diplomacy can work. Effective enforcement is key. -H",0
"â€œWe have to move our country and ourselvesâ€¦toward a future that reflects the simple, timeless notion that all of us are equal.â€ â€”Hillary",0
"When our kids are scared by our politicians and policy debates, itâ€™s a sign something has gone badly off the rails",-1
"""I will say what Donald Trump wonâ€™t: Judge Curiel is as American as I am and as American as Donald Trump."" â€”Hillary",-1
"Even @SpeakerRyan called Trumpâ€™s comments on Judge Curiel, â€œthe textbook definition of a racist comment.â€",-1
".@realDonaldTrump said a federal judge can't be trusted because of his ""Mexican heritage."" That just fans the flames of racial division.",-1
"Next week in Cleveland, Republicans will nominate someone who thinks â€œLatino outreachâ€ is tweeting out a picture of a taco bowl.",0
"Too many kids say bye to their parents every morning, not knowing if mom or dad will be there when they get home. We have to fix this.",0
"Hillary's new college plan will help more students, especially students of color, afford college",-1
No one who works full-time in America should ever live in poverty. We need to raise the minimum wage.,0
Another new poll. Thank you for your support! Join the MOVEMENT today! #ImWithYou,0
Great new poll- thank you America! #Trump2016 #ImWithYou,1
In the fight to stop Donald Trump we've got a devastating tool: literally Donald Trump. Follow for a daily dose of stuff he's actually said.,1
"Remember: When @realDonaldTrump opens his mouth, our kids are listening.",-1
Gun violence against Americans is all of our problem. We need to solve it together.,0
"In America, we lift each other up. We build bridges, not walls. We stand together because we're stronger together.",-1
"If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!",0
On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.,1
Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,1
Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!,1
Lyin' Crooked Hillary's email stories all have one thing in common. ,1
Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!,1
The Republican platform is most pro-Israel of all time!,-1
New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!,1
"""We need a leader who will push us all to make our society more tolerant, inclusive, and fair."" â€”@MarkKellyTyler",0
"#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! ",1
Letâ€™s be more than allies to each other. Letâ€™s take on each otherâ€™s struggles as our own.,0
"""Donald Trumpâ€™s campaign adds up to an ugly, dangerous message to America. A message that you should be afraid."" â€”Hillary",-1
"""I do wish Donald would listen to other people once in a while. He might actually learn something. But...he only listens to himself.""",-1
"Imagine if Trump had not just Twitter to go after critics and opponents, but also the IRSâ€”or our military. Do you think heâ€™d be restrained?",-1
Trump has banished members of the press who have criticized him. Is there any doubt he would do the same as president?,-1
"""When kids are scared by political candidates and policy debates, itâ€™s a sign something has gone badly wrong."" â€”Hillary",-1